id,postid,votetypeid,userid,creationdate,bountyamount,jsonfield
12105,6345,2,,2017-01-26 00:00:00,,
12106,6342,2,,2017-01-26 00:00:00,,
12107,6336,2,,2017-01-26 00:00:00,,
12108,6297,2,,2017-01-26 00:00:00,,
12109,6333,2,,2017-01-26 00:00:00,,
12110,6330,2,,2017-01-26 00:00:00,,
12111,6326,2,,2017-01-26 00:00:00,,
12112,6313,2,,2017-01-26 00:00:00,,
12113,6306,2,,2017-01-26 00:00:00,,
12114,6288,2,,2017-01-26 00:00:00,,
12116,6468,2,,2017-01-27 00:00:00,,
12117,6283,2,,2017-01-27 00:00:00,,
12118,6277,2,,2017-01-27 00:00:00,,
12119,6268,2,,2017-01-27 00:00:00,,
12120,6266,2,,2017-01-27 00:00:00,,
12121,6265,2,,2017-01-27 00:00:00,,
12122,6261,2,,2017-01-27 00:00:00,,
12123,6259,2,,2017-01-27 00:00:00,,
12124,6245,2,,2017-01-27 00:00:00,,
12125,6241,2,,2017-01-27 00:00:00,,
12126,6239,2,,2017-01-27 00:00:00,,
12127,6235,2,,2017-01-27 00:00:00,,
12128,6232,2,,2017-01-27 00:00:00,,
12129,5222,2,,2017-01-27 00:00:00,,
12130,5213,2,,2017-01-27 00:00:00,,
12131,5202,2,,2017-01-27 00:00:00,,
12132,5200,2,,2017-01-27 00:00:00,,
12133,5198,2,,2017-01-27 00:00:00,,
12134,5194,2,,2017-01-27 00:00:00,,
12135,5186,2,,2017-01-27 00:00:00,,
12136,5182,2,,2017-01-27 00:00:00,,
12137,5181,2,,2017-01-27 00:00:00,,
12138,5179,2,,2017-01-27 00:00:00,,
12139,5178,2,,2017-01-27 00:00:00,,
12140,5176,2,,2017-01-27 00:00:00,,
12141,5171,2,,2017-01-27 00:00:00,,
12142,5165,2,,2017-01-27 00:00:00,,
12143,5164,2,,2017-01-27 00:00:00,,
12144,5161,2,,2017-01-27 00:00:00,,
12145,5158,2,,2017-01-27 00:00:00,,
12146,5154,2,,2017-01-27 00:00:00,,
12147,5134,2,,2017-01-27 00:00:00,,
12148,5092,2,,2017-01-27 00:00:00,,
12149,5089,2,,2017-01-27 00:00:00,,
12150,5088,2,,2017-01-27 00:00:00,,
12151,5087,2,,2017-01-27 00:00:00,,
12152,5084,2,,2017-01-27 00:00:00,,
12153,5078,2,,2017-01-27 00:00:00,,
12154,5073,2,,2017-01-27 00:00:00,,
12155,5071,2,,2017-01-27 00:00:00,,
12158,268,2,,2017-01-28 00:00:00,,
12159,6494,2,,2017-01-28 00:00:00,,
12160,6469,2,,2017-01-28 00:00:00,,
12161,605,2,,2017-01-28 00:00:00,,
12162,624,2,,2017-01-28 00:00:00,,
12163,4570,2,,2017-01-28 00:00:00,,
12164,4906,2,,2017-01-28 00:00:00,,
12165,6309,2,,2017-01-28 00:00:00,,
12166,2170,2,,2017-01-28 00:00:00,,
12167,6497,2,,2017-01-28 00:00:00,,
12168,6497,2,,2017-01-28 00:00:00,,
12169,415,2,,2017-01-28 00:00:00,,
12170,417,2,,2017-01-28 00:00:00,,
12171,6497,2,,2017-01-29 00:00:00,,
12173,18,2,,2017-01-30 00:00:00,,
12174,6497,2,,2017-01-30 00:00:00,,
12175,1064,2,,2017-01-30 00:00:00,,
12177,6499,2,,2017-01-30 00:00:00,,
12178,3340,2,,2017-01-30 00:00:00,,
12179,6498,2,,2017-01-30 00:00:00,,
12180,6497,2,,2017-01-30 00:00:00,,
12181,6500,2,,2017-01-30 00:00:00,,
12182,4624,2,,2017-01-30 00:00:00,,
12183,6504,2,,2017-01-30 00:00:00,,
12184,6504,2,,2017-01-30 00:00:00,,
12188,6498,2,,2017-01-31 00:00:00,,
12189,6503,2,,2017-01-31 00:00:00,,
12190,6506,2,,2017-02-01 00:00:00,,
12191,6499,2,,2017-02-01 00:00:00,,
12192,4626,2,,2017-02-01 00:00:00,,
12193,6506,16,,2017-02-01 00:00:00,,
12194,389,2,,2017-02-01 00:00:00,,
12195,6504,2,,2017-02-01 00:00:00,,
12196,6501,2,,2017-02-01 00:00:00,,
12197,6497,2,,2017-02-01 00:00:00,,
12198,6464,2,,2017-02-01 00:00:00,,
12199,6440,2,,2017-02-01 00:00:00,,
12200,6432,2,,2017-02-01 00:00:00,,
12201,6327,2,,2017-02-01 00:00:00,,
12202,6329,2,,2017-02-01 00:00:00,,
12203,6321,2,,2017-02-01 00:00:00,,
12204,6315,2,,2017-02-01 00:00:00,,
12205,5072,2,,2017-02-01 00:00:00,,
12206,5031,2,,2017-02-01 00:00:00,,
12207,5001,2,,2017-02-01 00:00:00,,
12208,5002,2,,2017-02-01 00:00:00,,
12209,5215,2,,2017-02-01 00:00:00,,
12210,4970,2,,2017-02-01 00:00:00,,
12211,4958,2,,2017-02-01 00:00:00,,
12212,4936,2,,2017-02-01 00:00:00,,
12213,4900,2,,2017-02-01 00:00:00,,
12214,4869,2,,2017-02-01 00:00:00,,
12215,4863,2,,2017-02-01 00:00:00,,
12216,4844,2,,2017-02-01 00:00:00,,
12217,4824,2,,2017-02-01 00:00:00,,
12218,4816,2,,2017-02-01 00:00:00,,
12219,4807,2,,2017-02-01 00:00:00,,
12220,4799,2,,2017-02-01 00:00:00,,
12221,4797,2,,2017-02-01 00:00:00,,
12222,6314,2,,2017-02-01 00:00:00,,
12223,16,2,,2017-02-01 00:00:00,,
12224,32,2,,2017-02-01 00:00:00,,
12225,6262,2,,2017-02-02 00:00:00,,
12226,5168,2,,2017-02-02 00:00:00,,
12227,5162,2,,2017-02-02 00:00:00,,
12228,5066,2,,2017-02-02 00:00:00,,
12229,5034,2,,2017-02-02 00:00:00,,
12230,5026,2,,2017-02-02 00:00:00,,
12231,5015,2,,2017-02-02 00:00:00,,
12232,5013,2,,2017-02-02 00:00:00,,
12233,4965,2,,2017-02-02 00:00:00,,
12234,4923,2,,2017-02-02 00:00:00,,
12235,4894,2,,2017-02-02 00:00:00,,
12236,4867,2,,2017-02-02 00:00:00,,
12237,4854,2,,2017-02-02 00:00:00,,
12238,4825,2,,2017-02-02 00:00:00,,
12239,4813,2,,2017-02-02 00:00:00,,
12240,4811,2,,2017-02-02 00:00:00,,
12241,6505,15,,2017-02-02 00:00:00,,
12243,6475,2,,2017-02-03 00:00:00,,
12244,6490,2,,2017-02-03 00:00:00,,
12245,71,3,,2017-02-03 00:00:00,,
12246,5019,2,,2017-02-03 00:00:00,,
12247,5023,3,,2017-02-03 00:00:00,,
12248,6429,3,,2017-02-03 00:00:00,,
12249,5197,3,,2017-02-03 00:00:00,,
12250,5015,2,,2017-02-03 00:00:00,,
12251,6508,2,,2017-02-03 00:00:00,,
12252,6509,2,,2017-02-03 00:00:00,,
12253,6507,2,,2017-02-03 00:00:00,,
12254,71,2,,2017-02-03 00:00:00,,
12256,485,2,,2017-02-05 00:00:00,,
12257,487,2,,2017-02-05 00:00:00,,
12258,489,2,,2017-02-05 00:00:00,,
12259,112,2,,2017-02-05 00:00:00,,
12260,5081,2,,2017-02-06 00:00:00,,
12262,489,2,,2017-02-07 00:00:00,,
12263,489,2,,2017-02-07 00:00:00,,
12264,489,2,,2017-02-07 00:00:00,,
12265,6465,2,,2017-02-07 00:00:00,,
12266,6499,2,,2017-02-07 00:00:00,,
12267,6499,1,,2017-02-07 00:00:00,,
12268,3291,2,,2017-02-07 00:00:00,,
12269,3290,2,,2017-02-07 00:00:00,,
12270,6514,3,,2017-02-07 00:00:00,,
12271,4988,2,,2017-02-08 00:00:00,,
12272,6514,2,,2017-02-08 00:00:00,,
12273,6499,2,,2017-02-08 00:00:00,,
12274,6515,2,,2017-02-09 00:00:00,,
12275,6510,2,,2017-02-09 00:00:00,,
12276,6509,2,,2017-02-09 00:00:00,,
12278,4667,2,,2017-02-09 00:00:00,,
12279,4669,2,,2017-02-09 00:00:00,,
12280,418,2,,2017-02-09 00:00:00,,
12281,419,2,,2017-02-09 00:00:00,,
12282,6516,2,,2017-02-09 00:00:00,,
12283,6514,2,,2017-02-09 00:00:00,,
12284,6503,2,,2017-02-10 00:00:00,,
12285,6516,2,,2017-02-10 00:00:00,,
12286,6516,1,,2017-02-10 00:00:00,,
12287,6516,2,,2017-02-10 00:00:00,,
12290,485,2,,2017-02-11 00:00:00,,
12291,38,2,,2017-02-11 00:00:00,,
12292,6497,2,,2017-02-11 00:00:00,,
12294,18,2,,2017-02-11 00:00:00,,
12295,6482,2,,2017-02-11 00:00:00,,
12296,6517,2,,2017-02-12 00:00:00,,
12297,6514,2,,2017-02-12 00:00:00,,
12298,6507,2,,2017-02-12 00:00:00,,
12299,6504,2,,2017-02-12 00:00:00,,
12300,6501,2,,2017-02-12 00:00:00,,
12301,6497,2,,2017-02-12 00:00:00,,
12302,6490,2,,2017-02-12 00:00:00,,
12303,6488,2,,2017-02-12 00:00:00,,
12304,6480,2,,2017-02-12 00:00:00,,
12305,6478,2,,2017-02-12 00:00:00,,
12306,6477,2,,2017-02-12 00:00:00,,
12307,6475,2,,2017-02-12 00:00:00,,
12308,6468,2,,2017-02-12 00:00:00,,
12309,6464,2,,2017-02-12 00:00:00,,
12310,6462,2,,2017-02-12 00:00:00,,
12311,6458,2,,2017-02-12 00:00:00,,
12312,6457,2,,2017-02-12 00:00:00,,
12313,6451,2,,2017-02-12 00:00:00,,
12314,6443,2,,2017-02-12 00:00:00,,
12315,6440,2,,2017-02-12 00:00:00,,
12316,6434,2,,2017-02-12 00:00:00,,
12317,6432,2,,2017-02-12 00:00:00,,
12318,6418,2,,2017-02-12 00:00:00,,
12319,6416,2,,2017-02-12 00:00:00,,
12320,6414,2,,2017-02-12 00:00:00,,
12321,6403,2,,2017-02-12 00:00:00,,
12322,6402,2,,2017-02-12 00:00:00,,
12323,6400,2,,2017-02-12 00:00:00,,
12324,6395,2,,2017-02-12 00:00:00,,
12325,4824,2,,2017-02-12 00:00:00,,
12326,3499,2,,2017-02-12 00:00:00,,
12327,3417,2,,2017-02-12 00:00:00,,
12328,740,2,,2017-02-12 00:00:00,,
12329,750,2,,2017-02-12 00:00:00,,
12330,655,2,,2017-02-12 00:00:00,,
12331,654,2,,2017-02-12 00:00:00,,
12332,554,2,,2017-02-12 00:00:00,,
12333,521,2,,2017-02-12 00:00:00,,
12334,470,2,,2017-02-12 00:00:00,,
12335,458,2,,2017-02-12 00:00:00,,
12336,6518,2,,2017-02-12 00:00:00,,
12337,6519,10,,2017-02-12 00:00:00,,
12338,6519,3,,2017-02-12 00:00:00,,
12339,6517,2,,2017-02-12 00:00:00,,
12341,6489,2,,2017-02-12 00:00:00,,
12342,6520,2,,2017-02-12 00:00:00,,
12343,6521,2,,2017-02-12 00:00:00,,
12344,6522,2,,2017-02-12 00:00:00,,
12345,6522,2,,2017-02-12 00:00:00,,
12346,6523,1,,2017-02-12 00:00:00,,
12347,6521,1,,2017-02-13 00:00:00,,
12348,6522,2,,2017-02-13 00:00:00,,
12349,6523,2,,2017-02-13 00:00:00,,
12350,6504,2,,2017-02-13 00:00:00,,
12351,6480,2,,2017-02-13 00:00:00,,
12352,6483,2,,2017-02-13 00:00:00,,
12354,6525,2,,2017-02-13 00:00:00,,
12356,6524,2,,2017-02-13 00:00:00,,
12357,6526,2,,2017-02-13 00:00:00,,
12358,71,3,,2017-02-13 00:00:00,,
12359,6520,2,,2017-02-13 00:00:00,,
12360,6525,2,,2017-02-13 00:00:00,,
12361,6449,2,,2017-02-13 00:00:00,,
12362,6382,2,,2017-02-13 00:00:00,,
12363,5134,2,,2017-02-13 00:00:00,,
12364,5092,2,,2017-02-13 00:00:00,,
12365,5088,2,,2017-02-13 00:00:00,,
12366,5090,2,,2017-02-13 00:00:00,,
12367,5078,2,,2017-02-13 00:00:00,,
12368,5015,2,,2017-02-13 00:00:00,,
12369,5005,2,,2017-02-13 00:00:00,,
12370,4959,2,,2017-02-13 00:00:00,,
12371,4958,2,,2017-02-13 00:00:00,,
12372,4930,2,,2017-02-13 00:00:00,,
12373,6486,2,,2017-02-13 00:00:00,,
12374,6438,2,,2017-02-13 00:00:00,,
12375,6411,2,,2017-02-13 00:00:00,,
12376,6380,2,,2017-02-13 00:00:00,,
12377,6333,2,,2017-02-13 00:00:00,,
12378,6327,2,,2017-02-13 00:00:00,,
12379,6277,2,,2017-02-13 00:00:00,,
12380,6259,2,,2017-02-13 00:00:00,,
12381,5186,2,,2017-02-13 00:00:00,,
12382,5087,2,,2017-02-13 00:00:00,,
12383,5071,2,,2017-02-13 00:00:00,,
12384,4979,2,,2017-02-13 00:00:00,,
12385,4970,2,,2017-02-13 00:00:00,,
12386,4952,2,,2017-02-13 00:00:00,,
12387,4937,2,,2017-02-13 00:00:00,,
12388,6524,2,,2017-02-13 00:00:00,,
12389,5202,2,,2017-02-13 00:00:00,,
12390,969,2,,2017-02-13 00:00:00,,
12391,1009,2,,2017-02-13 00:00:00,,
12392,1024,2,,2017-02-13 00:00:00,,
12393,814,2,,2017-02-13 00:00:00,,
12394,777,2,,2017-02-13 00:00:00,,
12395,758,2,,2017-02-13 00:00:00,,
12396,757,2,,2017-02-13 00:00:00,,
12397,702,2,,2017-02-13 00:00:00,,
12398,256,2,,2017-02-13 00:00:00,,
12399,5031,2,,2017-02-13 00:00:00,,
12400,6268,2,,2017-02-13 00:00:00,,
12401,6529,2,,2017-02-14 00:00:00,,
12402,6529,1,,2017-02-14 00:00:00,,
12403,6356,2,,2017-02-14 00:00:00,,
12404,6345,2,,2017-02-14 00:00:00,,
12405,6315,2,,2017-02-14 00:00:00,,
12406,6316,2,,2017-02-14 00:00:00,,
12407,6279,2,,2017-02-14 00:00:00,,
12408,6508,2,,2017-02-14 00:00:00,,
12409,6270,2,,2017-02-14 00:00:00,,
12410,6320,2,,2017-02-14 00:00:00,,
12411,6260,2,,2017-02-14 00:00:00,,
12412,5213,2,,2017-02-14 00:00:00,,
12413,6252,2,,2017-02-14 00:00:00,,
12414,4871,2,,2017-02-14 00:00:00,,
12415,4858,2,,2017-02-14 00:00:00,,
12416,4862,2,,2017-02-14 00:00:00,,
12417,4574,2,,2017-02-14 00:00:00,,
12418,4584,2,,2017-02-14 00:00:00,,
12419,4540,2,,2017-02-14 00:00:00,,
12420,3495,2,,2017-02-14 00:00:00,,
12421,3441,2,,2017-02-14 00:00:00,,
12422,3496,2,,2017-02-14 00:00:00,,
12423,3393,3,,2017-02-14 00:00:00,,
12424,3287,2,,2017-02-14 00:00:00,,
12425,3290,2,,2017-02-14 00:00:00,,
12426,3207,2,,2017-02-14 00:00:00,,
12427,5112,2,,2017-02-14 00:00:00,,
12428,2140,2,,2017-02-14 00:00:00,,
12429,3486,2,,2017-02-14 00:00:00,,
12430,2165,2,,2017-02-14 00:00:00,,
12431,2139,2,,2017-02-14 00:00:00,,
12432,1100,2,,2017-02-14 00:00:00,,
12433,1093,2,,2017-02-14 00:00:00,,
12434,1099,2,,2017-02-14 00:00:00,,
12435,991,2,,2017-02-14 00:00:00,,
12436,3189,2,,2017-02-14 00:00:00,,
12437,939,2,,2017-02-14 00:00:00,,
12438,940,2,,2017-02-14 00:00:00,,
12439,941,2,,2017-02-14 00:00:00,,
12440,970,2,,2017-02-14 00:00:00,,
12441,579,2,,2017-02-14 00:00:00,,
12442,6524,2,,2017-02-14 00:00:00,,
12443,6528,2,,2017-02-14 00:00:00,,
12444,6529,2,,2017-02-14 00:00:00,,
12449,153,2,,2017-02-14 00:00:00,,
12450,166,2,,2017-02-14 00:00:00,,
12451,6528,2,,2017-02-14 00:00:00,,
12452,6529,2,,2017-02-14 00:00:00,,
12453,6517,2,,2017-02-14 00:00:00,,
12454,6525,1,,2017-02-14 00:00:00,,
12456,5015,2,,2017-02-14 00:00:00,,
12457,6530,2,,2017-02-14 00:00:00,,
12458,6525,2,,2017-02-14 00:00:00,,
12459,6531,2,,2017-02-14 00:00:00,,
12460,6531,1,,2017-02-14 00:00:00,,
12461,6533,2,,2017-02-14 00:00:00,,
12462,6531,2,,2017-02-15 00:00:00,,
12463,6530,2,,2017-02-15 00:00:00,,
12464,6534,2,,2017-02-15 00:00:00,,
12465,6532,2,,2017-02-15 00:00:00,,
12469,5037,2,,2017-02-15 00:00:00,,
12470,5037,1,,2017-02-15 00:00:00,,
12471,6535,2,,2017-02-15 00:00:00,,
12472,6536,2,,2017-02-15 00:00:00,,
12474,6459,2,,2017-02-15 00:00:00,,
12475,6536,1,,2017-02-15 00:00:00,,
12476,6533,2,,2017-02-15 00:00:00,,
12477,6533,1,,2017-02-15 00:00:00,,
12478,6537,2,,2017-02-15 00:00:00,,
12479,6537,2,,2017-02-15 00:00:00,,
12480,6539,2,,2017-02-15 00:00:00,,
12484,6540,2,,2017-02-16 00:00:00,,
12485,6536,2,,2017-02-16 00:00:00,,
12486,6535,2,,2017-02-16 00:00:00,,
12487,6540,16,,2017-02-16 00:00:00,,
12488,6539,2,,2017-02-16 00:00:00,,
12490,3500,2,,2017-02-16 00:00:00,,
12491,6540,2,,2017-02-16 00:00:00,,
12492,4947,2,,2017-02-16 00:00:00,,
12493,4533,2,,2017-02-16 00:00:00,,
12494,3424,2,,2017-02-16 00:00:00,,
12495,3433,2,,2017-02-16 00:00:00,,
12496,995,2,,2017-02-16 00:00:00,,
12497,996,2,,2017-02-16 00:00:00,,
12498,866,2,,2017-02-16 00:00:00,,
12499,255,2,,2017-02-16 00:00:00,,
12500,261,2,,2017-02-16 00:00:00,,
12501,138,2,,2017-02-16 00:00:00,,
12502,127,2,,2017-02-16 00:00:00,,
12503,130,2,,2017-02-16 00:00:00,,
12504,1,2,,2017-02-16 00:00:00,,
12505,4,2,,2017-02-16 00:00:00,,
12506,6538,2,,2017-02-16 00:00:00,,
12507,6539,2,,2017-02-16 00:00:00,,
12508,6415,2,,2017-02-16 00:00:00,,
12509,3274,2,,2017-02-16 00:00:00,,
12510,2133,2,,2017-02-16 00:00:00,,
12511,1095,2,,2017-02-16 00:00:00,,
12512,1114,2,,2017-02-16 00:00:00,,
12513,1067,2,,2017-02-16 00:00:00,,
12514,1038,2,,2017-02-16 00:00:00,,
12515,791,2,,2017-02-16 00:00:00,,
12516,792,2,,2017-02-16 00:00:00,,
12517,1086,2,,2017-02-16 00:00:00,,
12518,795,2,,2017-02-16 00:00:00,,
12519,1108,2,,2017-02-16 00:00:00,,
12520,860,2,,2017-02-16 00:00:00,,
12521,861,2,,2017-02-16 00:00:00,,
12522,3251,2,,2017-02-16 00:00:00,,
12523,882,2,,2017-02-16 00:00:00,,
12524,3254,2,,2017-02-16 00:00:00,,
12525,963,2,,2017-02-16 00:00:00,,
12526,879,2,,2017-02-16 00:00:00,,
12527,1096,2,,2017-02-16 00:00:00,,
12528,838,2,,2017-02-16 00:00:00,,
12529,856,2,,2017-02-16 00:00:00,,
12530,698,2,,2017-02-16 00:00:00,,
12531,6532,2,,2017-02-16 00:00:00,,
12532,6518,2,,2017-02-16 00:00:00,,
12533,6532,1,,2017-02-16 00:00:00,,
12535,6542,2,,2017-02-17 00:00:00,,
12536,6542,2,,2017-02-17 00:00:00,,
12538,6542,1,,2017-02-17 00:00:00,,
12539,6517,2,,2017-02-17 00:00:00,,
12541,6539,2,,2017-02-17 00:00:00,,
12542,6532,2,,2017-02-17 00:00:00,,
12545,294,2,,2017-02-17 00:00:00,,
12547,6544,2,,2017-02-17 00:00:00,,
12549,6544,2,,2017-02-17 00:00:00,,
12551,6543,2,,2017-02-18 00:00:00,,
12552,6542,2,,2017-02-18 00:00:00,,
12553,6541,2,,2017-02-18 00:00:00,,
12554,5089,2,,2017-02-18 00:00:00,,
12555,5100,2,,2017-02-18 00:00:00,,
12556,3453,2,,2017-02-18 00:00:00,,
12557,3456,2,,2017-02-18 00:00:00,,
12558,3460,2,,2017-02-18 00:00:00,,
12559,3479,2,,2017-02-18 00:00:00,,
12560,3477,2,,2017-02-18 00:00:00,,
12561,3470,2,,2017-02-18 00:00:00,,
12562,3341,2,,2017-02-18 00:00:00,,
12563,3343,2,,2017-02-18 00:00:00,,
12564,1085,2,,2017-02-18 00:00:00,,
12565,1051,2,,2017-02-18 00:00:00,,
12566,1052,2,,2017-02-18 00:00:00,,
12567,511,2,,2017-02-18 00:00:00,,
12568,512,2,,2017-02-18 00:00:00,,
12569,463,2,,2017-02-18 00:00:00,,
12570,465,2,,2017-02-18 00:00:00,,
12571,466,2,,2017-02-18 00:00:00,,
12572,464,2,,2017-02-18 00:00:00,,
12573,61,2,,2017-02-18 00:00:00,,
12574,89,2,,2017-02-18 00:00:00,,
12575,8,2,,2017-02-18 00:00:00,,
12576,18,2,,2017-02-18 00:00:00,,
12577,398,2,,2017-02-18 00:00:00,,
12578,406,2,,2017-02-18 00:00:00,,
12579,17,2,,2017-02-18 00:00:00,,
12580,6401,2,,2017-02-18 00:00:00,,
12581,6241,2,,2017-02-18 00:00:00,,
12582,6264,2,,2017-02-18 00:00:00,,
12583,4955,2,,2017-02-18 00:00:00,,
12584,675,2,,2017-02-18 00:00:00,,
12585,676,2,,2017-02-18 00:00:00,,
12586,672,2,,2017-02-18 00:00:00,,
12587,673,2,,2017-02-18 00:00:00,,
12588,3487,2,,2017-02-18 00:00:00,,
12589,571,2,,2017-02-18 00:00:00,,
12590,572,2,,2017-02-18 00:00:00,,
12591,6546,2,,2017-02-18 00:00:00,,
12592,6547,2,,2017-02-18 00:00:00,,
12633,6534,2,,2017-02-18 00:00:00,,
12634,6549,2,,2017-02-18 00:00:00,,
12635,6538,3,,2017-02-18 00:00:00,,
12637,6549,1,,2017-02-18 00:00:00,,
12638,6549,2,,2017-02-18 00:00:00,,
12639,6546,2,,2017-02-18 00:00:00,,
12640,6536,2,,2017-02-18 00:00:00,,
12641,6535,2,,2017-02-18 00:00:00,,
12642,6517,2,,2017-02-18 00:00:00,,
12643,6525,2,,2017-02-18 00:00:00,,
12644,6482,2,,2017-02-18 00:00:00,,
12645,6546,2,,2017-02-18 00:00:00,,
12646,6547,2,,2017-02-18 00:00:00,,
12647,6549,2,,2017-02-18 00:00:00,,
12649,6547,2,,2017-02-19 00:00:00,,
12650,5165,2,,2017-02-19 00:00:00,,
12651,5082,2,,2017-02-19 00:00:00,,
12652,4923,2,,2017-02-19 00:00:00,,
12653,4925,2,,2017-02-19 00:00:00,,
12654,4911,2,,2017-02-19 00:00:00,,
12655,4559,2,,2017-02-19 00:00:00,,
12656,3429,2,,2017-02-19 00:00:00,,
12657,3434,2,,2017-02-19 00:00:00,,
12658,3391,2,,2017-02-19 00:00:00,,
12659,3392,2,,2017-02-19 00:00:00,,
12660,3370,2,,2017-02-19 00:00:00,,
12661,3382,2,,2017-02-19 00:00:00,,
12662,3261,2,,2017-02-19 00:00:00,,
12663,3263,2,,2017-02-19 00:00:00,,
12664,862,2,,2017-02-19 00:00:00,,
12665,863,2,,2017-02-19 00:00:00,,
12666,556,2,,2017-02-19 00:00:00,,
12667,527,2,,2017-02-19 00:00:00,,
12668,518,2,,2017-02-19 00:00:00,,
12669,519,2,,2017-02-19 00:00:00,,
12670,531,2,,2017-02-19 00:00:00,,
12671,520,2,,2017-02-19 00:00:00,,
12672,535,2,,2017-02-19 00:00:00,,
12673,562,2,,2017-02-19 00:00:00,,
12674,567,2,,2017-02-19 00:00:00,,
12675,488,2,,2017-02-19 00:00:00,,
12676,243,2,,2017-02-19 00:00:00,,
12677,215,2,,2017-02-19 00:00:00,,
12678,204,2,,2017-02-19 00:00:00,,
12679,192,2,,2017-02-19 00:00:00,,
12680,190,2,,2017-02-19 00:00:00,,
12681,83,2,,2017-02-19 00:00:00,,
12682,64,2,,2017-02-19 00:00:00,,
12683,104,2,,2017-02-19 00:00:00,,
12684,37,2,,2017-02-19 00:00:00,,
12685,48,2,,2017-02-19 00:00:00,,
12686,6,2,,2017-02-19 00:00:00,,
12687,100,2,,2017-02-19 00:00:00,,
12688,101,2,,2017-02-19 00:00:00,,
12689,835,2,,2017-02-19 00:00:00,,
12690,605,2,,2017-02-19 00:00:00,,
12691,624,2,,2017-02-19 00:00:00,,
12694,6494,2,,2017-02-19 00:00:00,,
12695,6460,2,,2017-02-19 00:00:00,,
12696,6452,2,,2017-02-19 00:00:00,,
12697,6543,3,,2017-02-19 00:00:00,,
12698,6551,2,,2017-02-19 00:00:00,,
12699,6547,1,,2017-02-19 00:00:00,,
12700,6547,2,,2017-02-19 00:00:00,,
12701,6551,2,,2017-02-19 00:00:00,,
12702,6503,1,,2017-02-19 00:00:00,,
12703,6498,1,,2017-02-19 00:00:00,,
12704,6553,2,,2017-02-19 00:00:00,,
12705,6492,1,,2017-02-19 00:00:00,,
12706,6554,2,,2017-02-19 00:00:00,,
12707,6556,2,,2017-02-19 00:00:00,,
12708,6556,1,,2017-02-19 00:00:00,,
12709,6549,2,,2017-02-19 00:00:00,,
12710,6548,2,,2017-02-19 00:00:00,,
12711,6544,2,,2017-02-19 00:00:00,,
12712,6545,2,,2017-02-19 00:00:00,,
12713,4851,3,,2017-02-19 00:00:00,,
12714,6396,2,,2017-02-19 00:00:00,,
12715,6399,2,,2017-02-19 00:00:00,,
12716,6387,2,,2017-02-19 00:00:00,,
12720,6551,2,,2017-02-20 00:00:00,,
12721,191,1,,2017-02-20 00:00:00,,
12722,6557,2,,2017-02-20 00:00:00,,
12723,6555,2,,2017-02-20 00:00:00,,
12725,6556,2,,2017-02-20 00:00:00,,
12726,6557,2,,2017-02-20 00:00:00,,
12728,6555,2,,2017-02-20 00:00:00,,
12729,6555,1,,2017-02-20 00:00:00,,
12730,6522,2,,2017-02-20 00:00:00,,
12731,6558,2,,2017-02-20 00:00:00,,
12732,4688,1,,2017-02-20 00:00:00,,
12733,3281,2,,2017-02-20 00:00:00,,
12734,1085,2,,2017-02-21 00:00:00,,
12735,6376,1,,2017-02-21 00:00:00,,
12736,6558,2,,2017-02-21 00:00:00,,
12737,792,2,,2017-02-21 00:00:00,,
12738,6560,2,,2017-02-21 00:00:00,,
12739,6548,2,,2017-02-21 00:00:00,,
12742,4797,2,,2017-02-21 00:00:00,,
12743,6561,2,,2017-02-21 00:00:00,,
12744,6563,2,,2017-02-21 00:00:00,,
12745,6563,2,,2017-02-21 00:00:00,,
12746,6564,2,,2017-02-21 00:00:00,,
12747,6563,2,,2017-02-21 00:00:00,,
12748,6561,2,,2017-02-21 00:00:00,,
12749,6227,2,,2017-02-21 00:00:00,,
12751,6564,2,,2017-02-21 00:00:00,,
12752,6566,2,,2017-02-21 00:00:00,,
12753,6567,2,,2017-02-21 00:00:00,,
12754,5,2,,2017-02-21 00:00:00,,
12755,703,2,,2017-02-21 00:00:00,,
12756,175,2,,2017-02-21 00:00:00,,
12757,102,2,,2017-02-21 00:00:00,,
12758,31,2,,2017-02-21 00:00:00,,
12759,21,2,,2017-02-21 00:00:00,,
12760,15,2,,2017-02-21 00:00:00,,
12761,4759,2,,2017-02-21 00:00:00,,
12762,12,2,,2017-02-21 00:00:00,,
12763,20,2,,2017-02-21 00:00:00,,
12764,55,2,,2017-02-21 00:00:00,,
12765,135,2,,2017-02-21 00:00:00,,
12766,53,2,,2017-02-21 00:00:00,,
12767,65,2,,2017-02-21 00:00:00,,
12768,37,2,,2017-02-21 00:00:00,,
12769,149,2,,2017-02-21 00:00:00,,
12770,156,2,,2017-02-21 00:00:00,,
12771,147,2,,2017-02-21 00:00:00,,
12772,378,2,,2017-02-21 00:00:00,,
12773,4672,2,,2017-02-21 00:00:00,,
12774,164,2,,2017-02-21 00:00:00,,
12775,144,2,,2017-02-21 00:00:00,,
12776,113,2,,2017-02-21 00:00:00,,
12777,110,2,,2017-02-21 00:00:00,,
12778,120,2,,2017-02-21 00:00:00,,
12779,6540,2,,2017-02-21 00:00:00,,
12780,6535,2,,2017-02-21 00:00:00,,
12781,6536,2,,2017-02-21 00:00:00,,
12782,6531,2,,2017-02-21 00:00:00,,
